Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Calcium-Mediated Signaling (GO:0019722)	1/85	0.37485984922119914	0.45687687093018525	0	0	2.1631716906946266	2.122510678490708	MCTP2
Negative Regulation Of Cell Cycle (GO:0045786)	1/85	0.37485984922119914	0.45687687093018525	0	0	2.1631716906946266	2.122510678490708	NUPR1
Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901990)	1/86	0.37831278895769554	0.4604395148518731	0	0	2.1376146788990824	2.0778340217890414	PHF10
Glucose Homeostasis (GO:0042593)	1/87	0.3817468288508038	0.4639692227571307	0	0	2.112652016215063	2.0344789095422615	CRY1
Negative Regulation Of Protein Kinase Activity (GO:0006469)	1/88	0.3851620715012371	0.4661641227501045	0	0	2.0882632078456185	1.992393274942184	TRIB3
Positive Regulation Of Cell Adhesion (GO:0045785)	1/88	0.3851620715012371	0.4661641227501045	0	0	2.0882632078456185	1.992393274942184	TPM1
Positive Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034)	1/88	0.3851620715012371	0.4661641227501045	0	0	2.0882632078456185	1.992393274942184	FAM98A
Cellular Response To Chemical Stress (GO:0062197)	1/89	0.3885586187844101	0.4683182243046496	0	0	2.0644286905754794	1.951527636408426	ETV5
Positive Regulation Of DNA Repair (GO:0045739)	1/89	0.3885586187844101	0.4683182243046496	0	0	2.0644286905754794	1.951527636408426	PHF10
Sensory Perception Of Mechanical Stimulus (GO:0050954)	1/89	0.3885586187844101	0.4683182243046496	0	0	2.0644286905754794	1.951527636408426	WDR1
Regulation Of Epithelial Cell Proliferation (GO:0050678)	1/91	0.3952960324443511	0.47381000302640147	0	0	2.018348623853211	1.8732704222143286	NUPR1
Positive Regulation Of MAP Kinase Activity (GO:0043406)	1/91	0.3952960324443511	0.47381000302640147	0	0	2.018348623853211	1.8732704222143286	WNT5A
Positive Regulation Of Binding (GO:0051099)	1/91	0.3952960324443511	0.47381000302640147	0	0	2.018348623853211	1.8732704222143286	TRIB3
Lymphocyte Differentiation (GO:0030098)	1/91	0.3952960324443511	0.47381000302640147	0	0	2.018348623853211	1.8732704222143286	DNAJB9
B Cell Activation (GO:0042113)	1/92	0.39863709991359053	0.47650019233137575	0	0	1.9960681520314547	1.8357914644549747	DNAJB9
Sensory Perception Of Sound (GO:0007605)	1/92	0.39863709991359053	0.47650019233137575	0	0	1.9960681520314547	1.8357914644549747	WDR1
Regulation Of Endothelial Cell Proliferation (GO:0001936)	1/93	0.4019598744540579	0.47981199299529714	0	0	1.9742720382927803	1.7993574785270692	WNT5A
Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)	1/94	0.4052644553104511	0.48177128818711623	0	0	1.9529446581828944	1.7639297861107395	RBM15B
Vesicle Organization (GO:0016050)	1/94	0.4052644553104511	0.48177128818711623	0	0	1.9529446581828944	1.7639297861107395	SQSTM1
Muscle Contraction (GO:0006936)	1/94	0.4052644553104511	0.48177128818711623	0	0	1.9529446581828944	1.7639297861107395	TPM1
Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	5/763	0.4103044264886967	0.48709637516212767	0	0	1.2019097876617666	1.070728414996088	TCF25;CRY1;TRIB3;CALR;ETV5
Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560)	1/96	0.4118194300539443	0.4882279464077457	0	0	1.9116368903911154	1.6959474778825034	WNT5A
Regulation Of Defense Response (GO:0031347)	1/97	0.4150700198194394	0.49141123599876413	0	0	1.8916284403669725	1.6633241162204953	WNT5A
Negative Regulation Of Macromolecule Biosynthetic Process (GO:0010558)	1/98	0.41830280752801524	0.4938928529101158	0	0	1.872032535704152	1.6315693739152295	CALR
Phosphatidylinositol Biosynthetic Process (GO:0006661)	1/98	0.41830280752801524	0.4938928529101158	0	0	1.872032535704152	1.6315693739152295	PITPNM2
Axon Development (GO:0061564)	1/99	0.42151788976500615	0.49701363121545505	0	0	1.852836547463022	1.6006526334537046	BHLHA15
Regulation Of Organelle Organization (GO:0033043)	1/100	0.4247153626139249	0.4994284845893109	0	0	1.8340283569641367	1.570544634474372	SQSTM1
Protein Complex Oligomerization (GO:0051259)	1/100	0.4247153626139249	0.4994284845893109	0	0	1.8340283569641367	1.570544634474372	SHMT2
rRNA Processing (GO:0006364)	1/101	0.42789532174084005	0.5024878845848514	0	0	1.8155963302752294	1.5412174008338417	MPHOSPH6
Protein Catabolic Process (GO:0030163)	1/102	0.43105786207443775	0.5055185993828427	0	0	1.797529294213825	1.5126441739379954	SQSTM1
Inorganic Cation Import Across Plasma Membrane (GO:0098659)	1/103	0.43420307816473697	0.508520855694281	0	0	1.7798165137614679	1.4847993473688252	SLC39A14
Positive Regulation Of Apoptotic Process (GO:0043065)	2/270	0.43868943050495623	0.5130836004156217	0	0	1.3558595909342177	1.1171789006440034	NUPR1;SQSTM1
Regulation Of Neuron Apoptotic Process (GO:0043523)	1/105	0.4404419134144151	0.5137503661169486	0	0	1.7454128440366972	1.4311978769442026	NUPR1
Cellular Response To Organonitrogen Compound (GO:0071417)	1/105	0.4404419134144151	0.5137503661169486	0	0	1.7454128440366972	1.4311978769442026	HSP90B1
Positive Regulation Of Autophagy (GO:0010508)	1/107	0.4466125736694527	0.5195533152861505	0	0	1.7123074259996538	1.3802290061931661	SQSTM1
Monoatomic Ion Transport (GO:0006811)	1/107	0.4466125736694527	0.5195533152861505	0	0	1.7123074259996538	1.3802290061931661	SLC24A3
Positive Regulation Of DNA Metabolic Process (GO:0051054)	1/108	0.4496725692576896	0.5217162385646625	0	0	1.6962188116265111	1.355678434090274	GNL3
Glycerophospholipid Biosynthetic Process (GO:0046474)	1/108	0.4496725692576896	0.5217162385646625	0	0	1.6962188116265111	1.355678434090274	PITPNM2
Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032434)	1/109	0.4527157971752825	0.5238482393413055	0	0	1.680428134556575	1.3317237185427542	TRIB3
Extracellular Structure Organization (GO:0043062)	1/109	0.4527157971752825	0.5238482393413055	0	0	1.680428134556575	1.3317237185427542	SMOC1
Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189)	1/110	0.45574234869696006	0.5259496693461598	0	0	1.6649271946805824	1.308345831379709	ADM2
External Encapsulating Structure Organization (GO:0045229)	1/110	0.45574234869696006	0.5259496693461598	0	0	1.6649271946805824	1.308345831379709	SMOC1
RNA Metabolic Process (GO:0016070)	1/111	0.4587523142675626	0.528020875627168	0	0	1.6497080900750625	1.2855265082856329	ISG20
Cytoskeleton Organization (GO:0007010)	1/111	0.4587523142675626	0.528020875627168	0	0	1.6497080900750625	1.2855265082856329	TPM1
Calcium Ion Transport (GO:0006816)	1/112	0.4617457839728778	0.5293629106496448	0	0	1.634763203570543	1.2632482101830096	SLC24A3
Small GTPase Mediated Signal Transduction (GO:0007264)	1/112	0.4617457839728778	0.5293629106496448	0	0	1.634763203570543	1.2632482101830096	ARFIP2
Protein Deubiquitination (GO:0016579)	1/112	0.4617457839728778	0.5293629106496448	0	0	1.634763203570543	1.2632482101830096	SHMT2
Positive Regulation Of Cellular Component Organization (GO:0051130)	1/113	0.46472284739722386	0.5320739847011693	0	0	1.6200851900393185	1.2414940889979604	PPP1R15A
Regulation Of Interleukin-6 Production (GO:0032675)	1/114	0.46768359359324935	0.5333556992552936	0	0	1.6056669643582042	1.2202479549421577	WNT5A
Regulation Of MAP Kinase Activity (GO:0043405)	1/114	0.46768359359324935	0.5333556992552936	0	0	1.6056669643582042	1.2202479549421577	TRIB3
Negative Regulation Of Canonical Wnt Signaling Pathway (GO:0090090)	1/114	0.46768359359324935	0.5333556992552936	0	0	1.6056669643582042	1.2202479549421577	WNT5A
Cellular Response To Molecule Of Bacterial Origin (GO:0071219)	1/117	0.47646881278184006	0.5419520920254176	0	0	1.5639038279025625	1.1594048080471553	WNT5A
Protein Maturation (GO:0051604)	1/117	0.47646881278184006	0.5419520920254176	0	0	1.5639038279025625	1.1594048080471553	DNAJB11
Regulation Of Protein Binding (GO:0043393)	1/118	0.4793651716186081	0.544533770113164	0	0	1.5504587155963303	1.1400408350079074	TRIB3
Regulation Of Protein Kinase Activity (GO:0045859)	1/119	0.48224565159182115	0.5463774070838234	0	0	1.5372414865495256	1.1211127436020916	TRIB3
Regulation Of Protein-Containing Complex Assembly (GO:0043254)	1/119	0.48224565159182115	0.5463774070838234	0	0	1.5372414865495256	1.1211127436020916	HSPA5
Gene Expression (GO:0010467)	2/296	0.4861066487180932	0.5500347366354467	0	0	1.2343159486016628	0.8903457132202756	RBM15B;DNAJB11
Regulation Of Protein Catabolic Process (GO:0042176)	1/122	0.4907926786776735	0.5538945945076601	0	0	1.4989005989840019	1.0668177445497011	WNT5A
Protein Localization To Nucleus (GO:0034504)	1/122	0.4907926786776735	0.5538945945076601	0	0	1.4989005989840019	1.0668177445497011	CALR
Modulation Of Chemical Synaptic Transmission (GO:0050804)	1/123	0.49361050121125233	0.5563521732199459	0	0	1.4865393292224394	1.0495094494033856	MCTP2
Neuron Projection Guidance (GO:0097485)	1/124	0.49641287156987357	0.5566229488957679	0	0	1.4743790557171628	1.0325773851765725	WNT5A
Cellular Response To Lipopolysaccharide (GO:0071222)	1/124	0.49641287156987357	0.5566229488957679	0	0	1.4743790557171628	1.0325773851765725	WNT5A
Positive Regulation Of Defense Response (GO:0031349)	1/124	0.49641287156987357	0.5566229488957679	0	0	1.4743790557171628	1.0325773851765725	WNT5A
Protein Dephosphorylation (GO:0006470)	1/124	0.49641287156987357	0.5566229488957679	0	0	1.4743790557171628	1.0325773851765725	PPP1R15A
Response To Cytokine (GO:0034097)	1/125	0.4991998737492867	0.5590266627424357	0	0	1.4624149156555193	1.0160108832043222	SHMT2
Regulation Of Response To External Stimulus (GO:0032101)	1/127	0.5047281069271992	0.5630407251857973	0	0	1.4390563564875491	0.9839337689516654	WNT5A
Regulation Of Tumor Necrosis Factor Production (GO:0032680)	1/127	0.5047281069271992	0.5630407251857973	0	0	1.4390563564875491	0.9839337689516654	WNT5A
Regulation Of Anatomical Structure Morphogenesis (GO:0022603)	1/127	0.5047281069271992	0.5630407251857973	0	0	1.4390563564875491	0.9839337689516654	HMOX1
Protein Homooligomerization (GO:0051260)	1/129	0.5101958635854622	0.5684105198150855	0	0	1.416427752293578	0.9532000427663184	SHMT2
Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0007178)	1/130	0.5129072684131672	0.569969841753251	0	0	1.4053765735011734	0.9383140230810352	FAM83G
Regulation Of Cell Cycle Process (GO:0010564)	1/130	0.5129072684131672	0.569969841753251	0	0	1.4053765735011734	0.9383140230810352	PHF10
Circulatory System Development (GO:0072359)	1/132	0.5182855372659271	0.5744772090358299	0	0	1.3837803767770853	0.9094605356159431	TCF25
Epithelial Cell Differentiation (GO:0030855)	1/132	0.5182855372659271	0.5744772090358299	0	0	1.3837803767770853	0.9094605356159431	PCK2
Negative Regulation Of Cell Motility (GO:2000146)	1/133	0.5209525626293606	0.5766978049998909	0	0	1.3732276897414513	0.8954766845377898	TPM1
Antigen Receptor-Mediated Signaling Pathway (GO:0050851)	1/134	0.5236049552952514	0.5788965727119255	0	0	1.3628336897289095	0.8817776299319554	VAV3
Positive Regulation Of Cytokine Production (GO:0001819)	2/320	0.5276381353643367	0.58261440868057	0	0	1.1397624039133474	0.7287009153432488	WNT5A;HMOX1
Positive Regulation Of DNA-templated Transcription (GO:0045893)	7/1243	0.5300858133567387	0.5845743297043221	0	0	1.0256857385238949	0.6510195323562556	MORF4L2;PTPRN;WNT5A;BHLHA15;SQSTM1;ETV5;GNL3
Negative Regulation Of Wnt Signaling Pathway (GO:0030178)	1/140	0.5392164518812955	0.5938898563813002	0	0	1.3036103227509734	0.8051595439352266	WNT5A
Positive Regulation Of Transferase Activity (GO:0051347)	1/143	0.5468310078876091	0.60151410867637	0	0	1.2758754361028557	0.7701381482506052	TRIB3
Regulation Of Cell Adhesion (GO:0030155)	1/144	0.5493413797779914	0.6035115790481347	0	0	1.2668890742285237	0.7589111621635017	TPM1
Negative Regulation Of Gene Expression (GO:0010629)	2/336	0.5540563460496958	0.6068124467564057	0	0	1.0842758926591263	0.6402528680235774	SLC24A3;CALR
Positive Regulation Of Cellular Catabolic Process (GO:0031331)	1/146	0.5543208562790005	0.6068124467564057	0	0	1.249288199936729	0.7370945258661105	SQSTM1
Positive Regulation Of Intracellular Signal Transduction (GO:1902533)	3/525	0.554440831673862	0.6068124467564057	0	0	1.0402835965194972	0.6135542548189211	WNT5A;HMOX1;NUPR1
Negative Regulation Of Protein Metabolic Process (GO:0051248)	1/147	0.5567901103914096	0.6078525200127323	0	0	1.2406685936910895	0.7264945015765867	CALR
Dephosphorylation (GO:0016311)	1/147	0.5567901103914096	0.6078525200127323	0	0	1.2406685936910895	0.7264945015765867	PSPH
Defense Response To Symbiont (GO:0140546)	1/148	0.5592458074084465	0.609767385994906	0	0	1.2321662609998127	0.7160933534250228	ISG20
Axon Guidance (GO:0007411)	1/149	0.5616880210754409	0.6101336128931977	0	0	1.223778824696256	0.7058862801412565	WNT5A
Skeletal System Development (GO:0001501)	1/149	0.5616880210754409	0.6101336128931977	0	0	1.223778824696256	0.7058862801412565	WNT5A
Negative Regulation Of DNA-binding Transcription Factor Activity (GO:0043433)	1/149	0.5616880210754409	0.6101336128931977	0	0	1.223778824696256	0.7058862801412565	NUPR1
Cellular Response To Organic Cyclic Compound (GO:0071407)	1/152	0.5689344936398447	0.6164639338815774	0	0	1.199283067015007	0.6763836292581855	HSP90B1
Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092)	1/152	0.5689344936398447	0.6164639338815774	0	0	1.199283067015007	0.6763836292581855	WNT5A
Regulation Of Cellular Component Organization (GO:0051128)	1/153	0.5713235035713077	0.6182815997552509	0	0	1.19133268952197	0.6669076507333603	WNT5A
Epithelium Development (GO:0060429)	1/154	0.5736993930571891	0.6200805628939022	0	0	1.18348623853211	0.6576038033597287	NDRG4
Cellular Response To Growth Factor Stimulus (GO:0071363)	1/155	0.5760622334181402	0.6210894303230321	0	0	1.1757416895031574	0.6484680776098622	WNT5A
Positive Regulation Of Response To External Stimulus (GO:0032103)	1/155	0.5760622334181402	0.6210894303230321	0	0	1.1757416895031574	0.6484680776098622	WNT5A
Response To Lipopolysaccharide (GO:0032496)	1/159	0.5853845186328223	0.6303582982551705	0	0	1.1457438160492392	0.6135301750846062	WNT5A
Regulation Of Gene Expression (GO:0010468)	6/1127	0.5915618061767743	0.6353813216241843	0	0	0.9659472998010018	0.507111813658936	SLC24A3;ADM2;WNT5A;CALR;FAM98A;AFF2
Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)	5/938	0.5922148000512831	0.6353813216241843	0	0	0.9675394273465013	0.5068802365737684	PTPRN;WNT5A;BHLHA15;SQSTM1;ETV5
Regulation Of Macromolecule Metabolic Process (GO:0060255)	1/162	0.5922426588211613	0.6353813216241843	0	0	1.124223602484472	0.5889119781863753	AFF2
Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)	1/163	0.5945036311525191	0.6370205369562751	0	0	1.1172273190621815	0.5809899965709121	ADM2
Ubiquitin-Dependent Protein Catabolic Process (GO:0006511)	2/367	0.6022528610522786	0.6445292318404311	0	0	0.9906139015728057	0.5023184039361185	SYVN1;SQSTM1
Metal Ion Transport (GO:0030001)	1/171	0.6121497974432755	0.6543150971441652	0	0	1.0642201834862386	0.5222961292231184	KCNH1
Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742)	1/172	0.6143013623459594	0.6550035385013973	0	0	1.0579430226943505	0.5155035296612794	AMIGO3
Generation Of Neurons (GO:0048699)	1/172	0.6143013623459594	0.6550035385013973	0	0	1.0579430226943505	0.5155035296612794	WNT5A
Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123)	1/175	0.6206853479582656	0.6609994698232019	0	0	1.0395444479595064	0.49579098508008723	HMOX1
Extracellular Matrix Organization (GO:0030198)	1/176	0.6227899869932167	0.6624290069732012	0	0	1.0335517693315859	0.48943421991501224	SMOC1
Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374)	1/179	0.6290347232834805	0.6682532696006658	0	0	1.0159777342542007	0.4709755992692885	NDRG4
Endosomal Transport (GO:0016197)	1/180	0.6310934507169426	0.66895235265301	0	0	1.0102506278509558	0.4650197056263888	SQSTM1
Positive Regulation Of Multicellular Organismal Process (GO:0051240)	2/387	0.6312323695920232	0.66895235265301	0	0	0.9381914381914382	0.4316442691152108	PHF10;WNT5A
Phosphate-Containing Compound Metabolic Process (GO:0006796)	1/184	0.6392157561022669	0.676587688249537	0	0	0.9879681155060911	0.4421288075575649	PSPH
Negative Regulation Of Macromolecule Metabolic Process (GO:0010605)	1/186	0.643210201788889	0.6799874274386187	0	0	0.9771881973716836	0.4312172235797125	SLC24A3
Axonogenesis (GO:0007409)	1/188	0.647160820063698	0.6833326277464807	0	0	0.9666388657214345	0.4206430063784363	WNT5A
Defense Response To Virus (GO:0051607)	1/189	0.6491198430647597	0.6845693490573739	0	0	0.9614483700956471	0.4154783000809594	ISG20
Protein Localization To Membrane (GO:0072657)	1/192	0.6549324755848216	0.689862207616012	0	0	0.946202987655507	0.40045499891806113	ARL5A
Positive Regulation Of Protein Metabolic Process (GO:0051247)	1/196	0.6625344734535834	0.6970247668658159	0	0	0.926605504587156	0.3814674439859249	WNT5A
Vesicle-Mediated Transport (GO:0016192)	2/411	0.6638306860714602	0.6975439736349444	0	0	0.8820519786289958	0.3614015279457205	SQSTM1;ARL5A
Organic Substance Transport (GO:0071702)	1/201	0.6718039738387898	0.7050696295481984	0	0	0.903211009174312	0.3592871210714854	HSP90B1
Organelle Organization (GO:0006996)	2/418	0.6728968430228747	0.7053647244715056	0	0	0.8668981481481481	0.34343317946548724	TPM1;SEC31A
Regulation Of Canonical Wnt Signaling Pathway (GO:0060828)	1/207	0.6825948558305787	0.7146685900202082	0	0	0.8766366794335085	0.3347470285696865	WNT5A
Regulation Of Transcription By RNA Polymerase II (GO:0006357)	10/2028	0.6888126451159543	0.7203106962764912	0	0	0.8856293359762141	0.33015018917253725	PHF10;TCF25;PTPRN;WNT5A;CRY1;TRIB3;BHLHA15;CALR;SQSTM1;ETV5
Regulation Of Cell Migration (GO:0030334)	2/434	0.692883326491458	0.7236966475012944	0	0	0.8341049382716049	0.3060278086282216	HSPA5;TPM1
Regulation Of GTPase Activity (GO:0043087)	1/214	0.6947405374403508	0.7247653385782292	0	0	0.8475255200930353	0.3086830587345695	VAV3
Positive Regulation Of Cell Motility (GO:2000147)	1/221	0.7064255194131314	0.7360716743045697	0	0	0.8202668890742285	0.2850735075178085	HSPA5
Positive Regulation Of Protein Modification Process (GO:0031401)	1/225	0.7129024998740858	0.7419308651384199	0	0	0.8054554390563565	0.2725746698725017	CCND2
Protein Polyubiquitination (GO:0000209)	1/226	0.7144994945575956	0.7427034219743428	0	0	0.8018348623853211	0.26955522238820034	SYVN1
Apoptotic Process (GO:0006915)	1/228	0.7176671225600912	0.7433286406492482	0	0	0.7946894071050398	0.26363776184104837	PPP1R15A
Cellular Response To Lipid (GO:0071396)	1/228	0.7176671225600912	0.7433286406492482	0	0	0.7946894071050398	0.26363776184104837	WNT5A
Chromatin Remodeling (GO:0006338)	1/228	0.7176671225600912	0.7433286406492482	0	0	0.7946894071050398	0.26363776184104837	PHF10
Negative Regulation Of Multicellular Organismal Process (GO:0051241)	1/231	0.7223533787769759	0.7464031940037956	0	0	0.7842042281611488	0.2550552227159959	CALR
Positive Regulation Of Phosphorylation (GO:0042327)	1/231	0.7223533787769759	0.7464031940037956	0	0	0.7842042281611488	0.2550552227159959	CCND2
Inflammatory Response (GO:0006954)	1/236	0.7299931181901003	0.7534014485833695	0	0	0.7673238336911966	0.241492288935095	WNT5A
Regulation Of Inflammatory Response (GO:0050727)	1/240	0.7359546193469654	0.7586531010824589	0	0	0.7543280488273003	0.23126703821722705	WNT5A
Regulation Of ERK1 And ERK2 Cascade (GO:0070372)	1/244	0.7417856655204522	0.7637579897361053	0	0	0.7417601087325858	0.221559989709187	NDRG4
Positive Regulation Of Programmed Cell Death (GO:0043068)	1/245	0.7432233763739986	0.7643326793716033	0	0	0.738682508647917	0.219210415401261	SQSTM1
Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091)	1/246	0.7446531544156989	0.7648978619234543	0	0	0.7356300318292455	0.21689075568882168	WNT5A
Protein Modification Process (GO:0036211)	3/711	0.7545671908627716	0.774166338677389	0	0	0.7596230001584033	0.21391815566082764	GMPPB;GGCX;ADM2
Cellular Component Assembly (GO:0022607)	1/260	0.7638609783712317	0.7827773469393872	0	0	0.6953703375721725	0.18731154057616173	WNT5A
Regulation Of Protein Phosphorylation (GO:0001932)	1/265	0.7703680246469055	0.7885156812934756	0	0	0.6820266889074229	0.17793184511264046	CCND2
Positive Regulation Of Signal Transduction (GO:0009967)	1/266	0.771647951135041	0.7888965523957068	0	0	0.6794183832438982	0.17612349059027677	SLC39A14
Chromatin Organization (GO:0006325)	1/268	0.7741866339353811	0.7905619093887735	0	0	0.6742603855272652	0.17257175747390366	PHF10
Positive Regulation Of Cell Migration (GO:0030335)	1/272	0.7791803947062851	0.7947274213612227	0	0	0.664172788516876	0.16571953760537167	HSPA5
Chemical Synaptic Transmission (GO:0007268)	1/273	0.7804116390025482	0.7950500753730532	0	0	0.661697247706422	0.16405708408744155	SLC1A4
Plasma Membrane Bounded Cell Projection Assembly (GO:0120031)	1/275	0.7828537553613869	0.7966041140621137	0	0	0.6568003750083707	0.1607908894355259	ARFIP2
Positive Regulation Of Cell Differentiation (GO:0045597)	1/283	0.7923559877219968	0.8053302378133511	0	0	0.6379074760882295	0.14846946212227716	PHF10
Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)	1/284	0.7935144129201608	0.8055654495649762	0	0	0.6356209680033715	0.14700869011088638	SLC39A14
DNA Metabolic Process (GO:0006259)	1/288	0.7980844196846842	0.8092594640676669	0	0	0.626634274206438	0.14133165695283254	ISG20
Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)	2/557	0.815091841239971	0.8255417366404835	0	0	0.6451451451451451	0.13190281740231988	MORF4L2;WNT5A
Cellular Response To Cytokine Stimulus (GO:0071345)	1/308	0.8194736415459162	0.8290134976756708	0	0	0.5852135194094971	0.11651194177910433	WNT5A
Positive Regulation Of MAPK Cascade (GO:0043410)	1/310	0.8214848906829537	0.8300818255854499	0	0	0.5813663489801372	0.11432088696770693	NDRG4
Supramolecular Fiber Organization (GO:0097435)	1/316	0.8273863700156895	0.8350740482504461	0	0	0.5701179554390564	0.1080279446752257	TPM1
Regulation Of DNA-templated Transcription (GO:0006355)	8/1922	0.840985167378305	0.8478145132850893	0	0	0.736615649394554	0.12756802338926457	RBM15B;PHF10;MORF4L2;WNT5A;CRY1;TRIB3;CALR;ETV5
Protein Modification By Small Protein Conjugation (GO:0032446)	1/364	0.8681393366516058	0.8741750678450122	0	0	0.4935173250435969	0.06978485553602155	SYVN1
Positive Regulation Of Protein Phosphorylation (GO:0001934)	1/377	0.8774285345838415	0.8825062460108313	0	0	0.47613702908452077	0.0622595679489595	CCND2
Phosphorylation (GO:0016310)	1/429	0.9085307306709551	0.9127320288474682	0	0	0.4171739689616737	0.040018066264253985	ADM2
Protein Ubiquitination (GO:0016567)	1/434	0.9110727433348824	0.9142288844780748	0	0	0.4122507786511855	0.03839396004125512	SYVN1
Regulation Of Nucleic Acid-Templated Transcription (GO:1903506)	1/452	0.9196577758290467	0.921779247053566	0	0	0.39543115197624035	0.033118806626279314	CALR
Protein Phosphorylation (GO:0006468)	1/500	0.9387411164371052	0.9398226154191756	0	0	0.35651118751263994	0.022537046924991706	ADM2
Negative Regulation Of Cellular Process (GO:0048523)	1/537	0.9503194250149046	0.9503194250149046	0	0	0.3312679720662741	0.016880459831937804	NUPR1
